timeOpen,timeHigh,timeLow,name,open,high,low,close,volume,marketCap,circulating-supply,marketCap_state,volatility,high_volatility,supply_increase,tags
2024-06-08 00:00:00+00:00,2024-06-08 01:58:00+00:00,2024-06-08 17:37:00+00:00,The_Graph,0.2724340037,0.273064251,0.259563318,0.2667613645,108788376.21,2536841983.8,9509780355.768124,1,0.02814516537423227,0,0,0
2024-06-07 00:00:00+00:00,2024-06-07 15:08:00+00:00,2024-06-07 18:16:00+00:00,The_Graph,0.2939334638,0.2966928977,0.2510776391,0.2724475196,127844954.1,2590896165.5,9509707298.139042,1,0.01892624886527873,0,0,0
2024-06-06 00:00:00+00:00,2024-06-06 00:02:00+00:00,2024-06-06 20:04:00+00:00,The_Graph,0.304424622,0.3045655875,0.2906024193,0.2939334638,70777505.65,2795212685.89,9509678312.068392,1,0.04069199950589493,0,0,0
2024-06-05 00:00:00+00:00,2024-06-05 23:56:00+00:00,2024-06-05 14:17:00+00:00,The_Graph,0.2996551348,0.3047180907,0.2985385407,0.304424622,82751409.42,2894978079.78,9509671263.647001,1,0.030526082935122437,0,0,0
2024-06-04 00:00:00+00:00,2024-06-04 16:30:00+00:00,2024-06-04 09:55:00+00:00,The_Graph,0.2939251849,0.3020050735,0.2905124314,0.2996551348,82519030.86,2849621824.76,9509671264.808908,1,0.0363166564866437,0,0,0
2024-06-03 00:00:00+00:00,2024-06-03 13:52:00+00:00,2024-06-03 00:47:00+00:00,The_Graph,0.293442143,0.3030381272,0.2899595896,0.2939251849,78305829.33,2795099293.97,9509560383.268808,1,0.0024427679512783137,0,0,0
2024-06-02 00:00:00+00:00,2024-06-02 01:34:00+00:00,2024-06-02 18:07:00+00:00,The_Graph,0.2992775498,0.3022364474,0.2908828423,0.2934417092,64528641.64,2790500431.77,9509556222.861586,1,0.012358049171827314,0,0,0
2024-06-01 00:00:00+00:00,2024-06-01 18:11:00+00:00,2024-06-01 11:37:00+00:00,The_Graph,0.2983907962,0.3028322224,0.2962096735,0.2992775576,51697207.5,2845911830.27,9509272439.578342,1,0.01522576527281387,0,0,0
2024-05-31 00:00:00+00:00,2024-05-31 12:40:00+00:00,2024-05-31 16:16:00+00:00,The_Graph,0.3034414176,0.3055686401,0.2928899152,0.2983907962,81531866.71,2837454283.63,9509188352.204277,1,0.016157811857511833,0,0,0
2024-05-30 00:00:00+00:00,2024-05-30 02:40:00+00:00,2024-05-30 08:16:00+00:00,The_Graph,0.3094972139,0.3151480269,0.3000255955,0.3034414176,90319448.89,2885478201.02,9509177171.13908,1,0.014063790790253482,0,0,0
2024-05-29 00:00:00+00:00,2024-05-29 06:19:00+00:00,2024-05-29 23:52:00+00:00,The_Graph,0.3144264825,0.3232581313,0.3092830564,0.3094971879,114412410.99,2943064350.14,9509179615.198692,1,0.002143077884019596,0,0,0
2024-05-28 00:00:00+00:00,2024-05-28 00:04:00+00:00,2024-05-28 04:37:00+00:00,The_Graph,0.3253459493,0.3254128252,0.3088760734,0.3144264825,118953065.68,2989937648.97,9509178823.606245,1,0.0028497701894711004,0,0,0
2024-05-27 00:00:00+00:00,2024-05-27 16:55:00+00:00,2024-05-27 09:46:00+00:00,The_Graph,0.3170998355,0.3312574813,0.3136805992,0.3253459493,103334687.28,3093762975.04,9509148589.974468,1,0.013294611661535921,0,0,0
2024-05-26 00:00:00+00:00,2024-05-26 00:16:00+00:00,2024-05-26 21:34:00+00:00,The_Graph,0.3278294179,0.3282991965,0.3149896902,0.3170998355,77980723.15,3015349562.74,9509148934.074423,1,0.04247864910680872,0,0,0
2024-05-25 00:00:00+00:00,2024-05-25 23:17:00+00:00,2024-05-25 13:58:00+00:00,The_Graph,0.3251688489,0.3279161501,0.3217544704,0.3278294179,70435337.43,3117354180.89,9509073959.436146,1,0.04184819507983855,0,0,0
2024-05-24 00:00:00+00:00,2024-05-24 03:50:00+00:00,2024-05-24 08:31:00+00:00,The_Graph,0.3281484519,0.332687789,0.3170437469,0.3251682032,93237847.68,3092047188.34,9509069945.680347,1,0.029666161427425744,0,0,0
2024-05-23 00:00:00+00:00,2024-05-23 00:17:00+00:00,2024-05-23 20:08:00+00:00,The_Graph,0.3472107691,0.3478538156,0.3138691235,0.3281484519,186275122.02,3120378367.89,9509044914.954845,1,0.01222087964030732,0,0,0
2024-05-22 00:00:00+00:00,2024-05-22 19:50:00+00:00,2024-05-22 04:48:00+00:00,The_Graph,0.3397815369,0.3572399286,0.3302370593,0.3472091781,181318479.81,3301614125.71,9509005907.554377,1,0.0345919664927395,0,0,0
2024-05-21 00:00:00+00:00,2024-05-21 09:10:00+00:00,2024-05-21 19:46:00+00:00,The_Graph,0.3382394093,0.3529740855,0.3354899506,0.3397815369,197966499.29,3230876341.29,9508687172.25465,1,0.05619949710784712,0,0,0
2024-05-20 00:00:00+00:00,2024-05-20 23:50:00+00:00,2024-05-20 00:29:00+00:00,The_Graph,0.3003832558,0.3383119125,0.2996373304,0.3382448578,164646616.26,3216162327.47,9508384985.91951,1,0.011928792390670162,0,0,0
2024-05-19 00:00:00+00:00,2024-05-19 00:32:00+00:00,2024-05-19 21:37:00+00:00,The_Graph,0.3124835124,0.3142806571,0.2971201114,0.3003832558,79360481.18,2856205647.19,9508538149.315844,1,0.0759524140642245,0,0,0
2024-05-18 00:00:00+00:00,2024-05-18 04:03:00+00:00,2024-05-18 14:46:00+00:00,The_Graph,0.3171067604,0.3197977678,0.3082805966,0.3124831081,97033533.79,2971261399.34,9508550453.834915,1,0.10763357755605688,1,0,1
2024-05-17 00:00:00+00:00,2024-05-17 12:37:00+00:00,2024-05-17 01:28:00+00:00,The_Graph,0.3035716555,0.3221080927,0.3000462533,0.3171067604,172071138.66,3007279824.24,9483493257.74891,1,0.018020541073049453,0,0,0
2024-05-16 00:00:00+00:00,2024-05-16 07:04:00+00:00,2024-05-16 17:31:00+00:00,The_Graph,0.3024747854,0.3126215208,0.2946062776,0.3035716555,160504851.99,2878883772.83,9483374750.80904,1,0.04064421776480084,0,0,0
2024-05-15 00:00:00+00:00,2024-05-15 22:28:00+00:00,2024-05-15 09:14:00+00:00,The_Graph,0.2648221864,0.3041107348,0.263321632,0.3024582253,184726069.71,2868321917.92,9483365562.54997,1,0.027588018198773528,0,0,0
2024-05-14 00:00:00+00:00,2024-05-14 00:43:00+00:00,2024-05-14 23:28:00+00:00,The_Graph,0.2788164698,0.280423325,0.2636206718,0.2648221864,100208879.9,2511387565.16,9483297450.639883,1,0.08539451006004382,0,0,0
2024-05-13 00:00:00+00:00,2024-05-13 16:55:00+00:00,2024-05-13 03:40:00+00:00,The_Graph,0.2785722837,0.2887512077,0.2614570884,0.2788164698,120491121.34,2644096515.74,9483286685.455336,1,0.12535441677506343,1,0,1
2024-05-12 00:00:00+00:00,2024-05-12 00:35:00+00:00,2024-05-12 21:28:00+00:00,The_Graph,0.2848879157,0.2913711097,0.2772630166,0.2785722837,71644685.41,2641780848.09,9483286754.166061,1,0.03798568422407865,0,0,0
2024-05-11 00:00:00+00:00,2024-05-11 01:40:00+00:00,2024-05-11 23:56:00+00:00,The_Graph,0.2916002884,0.3020907573,0.2847816735,0.2848881312,106119890.42,2701673464.25,9483278411.319088,1,0.01665094948440016,0,0,0
2024-05-10 00:00:00+00:00,2024-05-10 12:04:00+00:00,2024-05-10 18:23:00+00:00,The_Graph,0.2936781494,0.315974222,0.2855679891,0.2916002884,216809551.74,2765328825.28,9483285632.031631,1,0.0006282455506129054,0,0,0
2024-05-09 00:00:00+00:00,2024-05-09 23:01:00+00:00,2024-05-09 00:19:00+00:00,The_Graph,0.2631127492,0.2990694284,0.2619876624,0.2936764442,116115524.67,2785033774.69,9483340695.83508,1,0.0116254068552565,0,0,0
2024-05-08 00:00:00+00:00,2024-05-08 02:43:00+00:00,2024-05-08 21:07:00+00:00,The_Graph,0.28060497,0.2834339687,0.2605549673,0.2631127492,103229532.14,2495141604.53,9483164962.992224,1,0.07862500624619836,0,0,0
2024-05-07 00:00:00+00:00,2024-05-07 15:04:00+00:00,2024-05-07 23:19:00+00:00,The_Graph,0.2820423374,0.2940597201,0.2791050153,0.2806042651,106934592.02,2661016535.28,9483164963.054583,1,0.12059836719153104,1,0,1
2024-05-06 00:00:00+00:00,2024-05-06 08:41:00+00:00,2024-05-06 23:23:00+00:00,The_Graph,0.2938741403,0.3047575265,0.2819581149,0.2820423374,131468648.63,2674639831.77,9483114685.63939,1,0.043384008098792184,0,0,0
2024-05-05 00:00:00+00:00,2024-05-05 17:22:00+00:00,2024-05-05 03:01:00+00:00,The_Graph,0.2752516234,0.3006312628,0.2668253,0.2938743586,133688405.0,2786843479.06,9483112076.658735,1,0.026040134417363196,0,0,0
2024-05-04 00:00:00+00:00,2024-05-04 11:13:00+00:00,2024-05-04 00:03:00+00:00,The_Graph,0.2751582608,0.2856547146,0.2750439215,0.2752514,88454088.69,2610240786.44,9483115386.297764,1,0.07447368956213216,0,0,0
2024-05-03 00:00:00+00:00,2024-05-03 21:20:00+00:00,2024-05-03 10:49:00+00:00,The_Graph,0.251100688,0.2835699251,0.248002364,0.2751590837,113519098.42,2609357455.77,9483086731.801035,1,0.044572538920242405,0,0,0
2024-05-02 00:00:00+00:00,2024-05-02 22:10:00+00:00,2024-05-02 06:57:00+00:00,The_Graph,0.2433314012,0.2546419008,0.2339277125,0.251100688,92994847.5,2381216708.01,9483115028.382559,1,0.061588368908885346,0,0,0
2024-05-01 00:00:00+00:00,2024-05-01 18:56:00+00:00,2024-05-01 08:25:00+00:00,The_Graph,0.2363374465,0.2470271838,0.2214391573,0.2433368066,108584202.5,2307587687.84,9483101714.379118,1,0.03996221077054852,0,0,0
2024-04-30 00:00:00+00:00,2024-04-30 00:57:00+00:00,2024-04-30 16:28:00+00:00,The_Graph,0.2566658434,0.259936902,0.2308899869,0.2363378612,88956436.53,2241210520.04,9483078625.914213,1,0.0015252409246522235,0,0,0
2024-04-29 00:00:00+00:00,2024-04-29 02:13:00+00:00,2024-04-29 12:39:00+00:00,The_Graph,0.257011572,0.2606110234,0.2464551468,0.2566653707,81072263.07,2433977393.49,9483076687.953058,1,0.08115659676881784,0,0,0
2024-04-28 00:00:00+00:00,2024-04-28 03:16:00+00:00,2024-04-28 23:43:00+00:00,The_Graph,0.2645847599,0.2752643122,0.2563173594,0.257011572,69762162.27,2437255958.95,9483059225.636734,1,0.0598647476343864,0,0,0
2024-04-27 00:00:00+00:00,2024-04-27 18:02:00+00:00,2024-04-27 01:20:00+00:00,The_Graph,0.2589021997,0.2704142872,0.2505018791,0.2645847599,106783143.74,2509056403.65,9482996694.890135,1,0.019882065986862284,0,0,0
2024-04-26 00:00:00+00:00,2024-04-26 03:18:00+00:00,2024-04-26 13:22:00+00:00,The_Graph,0.2664584045,0.270728307,0.2551825652,0.2589021997,78387990.92,2455149537.73,9482922665.681778,1,0.03602257031627429,0,0,0
2024-04-25 00:00:00+00:00,2024-04-25 01:37:00+00:00,2024-04-25 13:22:00+00:00,The_Graph,0.2700409708,0.2729915763,0.2604107847,0.2664584045,88717097.39,2526800876.62,9482909279.448154,1,0.03582403324177972,0,0,0
2024-04-24 00:00:00+00:00,2024-04-24 05:10:00+00:00,2024-04-24 23:07:00+00:00,The_Graph,0.2931512334,0.2996048437,0.2668513388,0.2700365679,108082517.74,2560647532.87,9482595460.249884,1,0.011141850669972225,0,0,0
2024-04-23 00:00:00+00:00,2024-04-23 01:55:00+00:00,2024-04-23 23:16:00+00:00,The_Graph,0.3017048583,0.3116190255,0.2924990465,0.2931513663,97399808.78,2779835421.98,9482594118.750319,1,0.05103201729369543,0,0,0
2024-04-22 00:00:00+00:00,2024-04-22 11:26:00+00:00,2024-04-22 02:22:00+00:00,The_Graph,0.2814122519,0.305968026,0.2795833503,0.3017048583,116670587.25,2860917254.44,9482503101.077839,1,0.039895699445900164,0,0,0
2024-04-21 00:00:00+00:00,2024-04-21 02:38:00+00:00,2024-04-21 16:42:00+00:00,The_Graph,0.2916276265,0.2940463305,0.2779282152,0.281413781,77144177.93,2668493475.17,9482454859.486786,1,0.06818804432390253,0,0,0
2024-04-20 00:00:00+00:00,2024-04-20 21:16:00+00:00,2024-04-20 01:07:00+00:00,The_Graph,0.2575756433,0.2992232226,0.2530930853,0.2916276265,117233136.08,2765346268.27,9482456451.258057,1,0.07322054273079537,0,0,0
2024-04-19 00:00:00+00:00,2024-04-19 17:56:00+00:00,2024-04-19 02:50:00+00:00,The_Graph,0.2558288726,0.265447916,0.234040049,0.2575756433,121995169.25,2442446594.55,9482443926.987564,1,0.10822979606490556,1,0,1
2024-04-18 00:00:00+00:00,2024-04-18 21:19:00+00:00,2024-04-18 08:24:00+00:00,The_Graph,0.2416658773,0.2577938684,0.234864349,0.2558288726,87290816.43,2425868038.69,9482385682.412613,1,0.07777022191386589,0,0,0
2024-04-17 00:00:00+00:00,2024-04-17 04:55:00+00:00,2024-04-17 16:08:00+00:00,The_Graph,0.2585546538,0.2603346853,0.2372320283,0.2416658773,99108875.37,2285525649.66,9457378406.893524,1,0.03435098164602058,0,0,0
2024-04-16 00:00:00+00:00,2024-04-16 07:39:00+00:00,2024-04-16 16:26:00+00:00,The_Graph,0.2533796856,0.2615793601,0.2403166126,0.2585548937,130710483.86,2445206184.02,9457203261.66853,1,0.08856301778247114,0,0,0
2024-04-15 00:00:00+00:00,2024-04-15 12:51:00+00:00,2024-04-15 19:08:00+00:00,The_Graph,0.2598227019,0.2882203148,0.2452618907,0.2533796856,160105143.3,2396245861.45,9457134875.575043,1,0.06357010898832947,0,0,0
2024-04-14 00:00:00+00:00,2024-04-14 23:22:00+00:00,2024-04-14 03:16:00+00:00,The_Graph,0.235564438,0.262783858,0.2237256413,0.2598227019,156695846.55,2457175468.76,9457123841.725395,1,0.032133904385032185,0,0,0
