id,name,symbol,slug,num_market_pairs,date_added,tags,circulating_supply,total_supply,infinite_supply,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,quote.USD.price,quote.USD.volume_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.market_cap,quote.USD.last_updated,max_supply,platform
825,Tether USDt,USDT,tether,81601,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",106900267934.99916,110942615136.6704,True,3,,,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,0.9999243387182105,45028594984.64,-0.02012966,-0.02992754,-0.0115501,106892179723.70355,2024-04-27T23:57:02.114Z,,
3408,USDC,USDC,usd-coin,17982,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",32939363285.39789,32939363285.39789,False,6,,,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.9999214137688802,4713439432.61,-0.00471527,-0.01341761,-0.00770391,32936774704.981804,2024-04-27T23:57:02.114Z,,
5994,Shiba Inu,SHIB,shiba-inu,786,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",589289410812691.0,589534086491242.2,False,12,,,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2.8195389395474e-05,662412529.03,0.47387701,2.62719519,-8.29304142,16615244404.493269,2024-04-27T23:57:02.114Z,,
1975,Chainlink,LINK,chainlink,1712,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",587099970.4527867,1000000000.0,False,16,,,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,17.922142720742844,236284729.19,0.79588415,1.9796983,-6.35177314,10522089461.79875,2024-04-27T23:57:02.114Z,1000000000.0,
8916,Internet Computer,ICP,internet-computer,231,2021-03-23T00:00:00.000Z,"['platform', 'distributed-computing', 'collectibles-nfts', 'defi', 'privacy', 'interoperability', 'smart-contracts', 'dao', 'wallet', 'storage', 'polychain-capital-portfolio', 'governance', 'launchpad', 'lending-borowing', 'metaverse', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'internet-computer-ecosystem', 'bitcoin-ecosystem', 'real-world-assets', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'depin']",462189096.30745125,517211053.5065276,True,18,463159627.9564853,7937254793.41264,,2024-04-27T23:57:02.114Z,8916.0,ICP,ICP,internet-computer,ryjl3-tyaaa-aaaaa-aaaba-cai,17.13719053716478,122073515.55,0.84900648,0.55525942,-8.74065208,7920622607.620795,2024-04-27T23:57:02.114Z,,
7083,Uniswap,UNI,uniswap,980,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'optimism-ecosystem', 'cmc-crypto-awards-2024']",598736139.71,1000000000.0,False,21,,,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,11.395590828663268,155943977.13,0.71885615,1.29420667,-12.07635801,6822952062.468526,2024-04-27T23:57:02.114Z,1000000000.0,
3957,UNUS SED LEO,LEO,unus-sed-leo,46,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",926731664.9000001,985239504.0,False,23,,,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,5.788169261021986,1424735.71,0.05915832,0.58614723,-3.59185921,5364079735.989908,2024-04-27T23:57:02.114Z,,
4943,Dai,DAI,multi-collateral-dai,3155,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",5347888595.7464075,5347888595.7464075,True,24,,,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,0.9998536135744492,611101442.62,0.0011652,-0.00261521,-0.02470544,5347105737.450632,2024-04-27T23:57:02.114Z,,
27075,Mantle,MNT,mantle,60,2023-07-17T11:00:31.000Z,"['ethereum-ecosystem', 'layer-2', 'dwf-labs-portfolio']",3187644283.7331405,6219316794.99,False,28,1843669839.0,2605289747.8785696,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,1.4130999448858315,49841649.26,-0.08823039,5.34071779,7.33397485,4504459961.6589365,2024-04-27T23:57:02.114Z,6219316795.0,
11841,Arbitrum,ARB,arbitrum,849,2023-03-23T12:50:11.000Z,"['scaling', 'dao', 'dapp', 'ethereum-ecosystem', 'polychain-capital-portfolio', 'layer-2', 'rollups', 'pantera-capital-portfolio', 'arbitrum-ecosytem', 'modular-blockchain', 'egirl-capital-portfolio']",2653939384.0,10000000000.0,False,30,,,,2024-04-27T23:57:02.114Z,11841.0,Arbitrum,ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,1.5303197766050067,201161347.98,1.04695113,2.77725239,-7.99919753,4061375925.246109,2024-04-27T23:57:02.114Z,,
10603,Immutable,IMX,immutable-x,275,2021-06-24T00:00:00.000Z,"['collectibles-nfts', 'zero-knowledge-proofs', 'gaming', 'scaling', 'layer-2', 'rollups', 'arrington-xrp-capital-portfolio', 'alameda-research-portfolio']",1423019954.3898141,2000000000.0,False,32,570354831.0,1546517769.327778,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,2.7115011309999373,38218040.16,0.68681146,0.15785703,-10.97271718,3858520215.76346,2024-04-27T23:57:02.114Z,2000000000.0,
28752,dogwifhat,WIF,dogwifhat,226,2023-12-19T09:08:50.000Z,"['memes', 'solana-ecosystem', 'doggone-doggerel']",998920172.89,998920172.89,False,33,,,,2024-04-27T23:57:02.114Z,5426.0,Solana,SOL,solana,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,3.7664201199550025,567277471.78,1.05872518,5.37979414,-17.9184254,3762353037.4018254,2024-04-27T23:57:02.114Z,,
22974,Bittensor,TAO,bittensor,27,2023-03-06T05:20:00.000Z,"['ai-big-data', 'distributed-computing', 'oracles', 'dao', 'polkadot-ecosystem', 'polychain-capital-portfolio', 'dcg-portfolio', 'open-source', 'generative-ai', 'depin']",6557277.0,6557277.0,False,35,,,,2024-04-27T23:57:02.114Z,,,,,,566.7349715788162,17773729.55,1.16768468,2.43418773,8.36789436,3716238194.229425,2024-04-27T23:57:02.114Z,21000000.0,
5690,Render,RNDR,render,355,2020-06-11T00:00:00.000Z,"['art', 'media', 'vr-ar', 'ai-big-data', 'distributed-computing', 'collectibles-nfts', 'scaling', 'video', 'ethereum-ecosystem', 'solana-ecosystem', 'metaverse', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'polygon-ecosystem', 'web3', 'generative-ai', 'depin']",381861234.2928149,532065943.5728149,False,36,,,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24,9.764079009191697,106610093.12,0.97833715,2.29096799,-8.39040446,3728523262.1825066,2024-04-27T23:57:02.114Z,536870912.0,
26081,First Digital USD,FDUSD,first-digital-usd,275,2023-07-26T04:26:40.000Z,"['stablecoin', 'ethereum-ecosystem', 'binance-smart-chain', 'usd-stablecoin']",3524419341.81,3524419341.81,False,38,,,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0xc5f0f7b66764F6ec8C8Dff7BA683102295E16409,0.9993402877684996,4739885371.58,-0.07734536,-0.31501635,-0.31314089,3522094239.2612715,2024-04-27T23:57:02.114Z,,
3897,OKB,OKB,okb,120,2019-04-30T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'alameda-research-portfolio', 'x1-ecosystem']",60000000.0,300000000.0,False,39,246638974.0,14328602280.95905,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0x75231f58b43240c9718dd58b4967c5114342a86c,58.09545040095345,5744933.34,0.15901062,0.64533318,-8.55631823,3485727024.057207,2024-04-27T23:57:02.114Z,,
1518,Maker,MKR,maker,464,2017-01-29T00:00:00.000Z,"['store-of-value', 'defi', 'dao', 'polychain-capital-portfolio', 'governance', 'lending-borowing', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'paradigm-portfolio', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'spartan-group', 'bnb-chain', 'real-world-assets', 'standard-crypto-portfolio']",924620.54575451,977631.03695089,False,40,,,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,3637.388003411766,69982638.63,0.5701518,-1.90047197,-7.54120926,3363203680.8354945,2024-04-27T23:57:02.114Z,1005577.0,
7226,Injective,INJ,injective,352,2020-09-29T00:00:00.000Z,"['pos', 'platform', 'cosmos-ecosystem', 'ai-big-data', 'defi', 'smart-contracts', 'cosmos', 'binance-smart-chain', 'binance-launchpad', 'binance-labs-portfolio', 'cms-holdings-portfolio', 'pantera-capital-portfolio', 'web3', 'injective-ecosystem', 'layer-1']",93400000.0,100000000.0,False,41,,,,2024-04-27T23:57:02.114Z,7226.0,Injective,INJ,injective,inj,35.252926923143114,105690563.19,0.73333299,1.17951245,-4.22037804,3292623374.621567,2024-04-27T23:57:02.114Z,,
11840,Optimism,OP,optimism-ethereum,504,2022-05-31T16:19:46.000Z,"['layer-2', 'optimism-ecosystem', 'modular-blockchain']",1006141600.0000001,4294967296.0,False,43,,,,2024-04-27T23:57:02.114Z,11840.0,Optimism,OP,optimism-ethereum,0x4200000000000000000000000000000000000042,3.1988687935767772,192483135.93,2.06771513,6.83575176,-13.28499739,3218514966.1594086,2024-04-27T23:57:02.114Z,4294967296.0,
6719,The Graph,GRT,the-graph,456,2020-12-17T00:00:00.000Z,"['ai-big-data', 'enterprise-solutions', 'defi', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'analytics', 'coinfund-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'ledgerprime-portfolio', 'multicoin-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'spartan-group', 'injective-ecosystem']",9457066158.527685,10796280987.958311,False,44,,,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0xc944e90c64b2c07662a292be6244bdf05cda44a7,0.33742585388281676,74615451.62,0.89183539,-0.15864711,-14.04029959,3191058623.7674937,2024-04-27T23:57:02.114Z,,
24478,Pepe,PEPE,pepe,353,2023-04-17T06:18:08.000Z,['memes'],420689899999994.8,420689899999994.8,False,45,420690000000000.0,3136205446.4663844,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0x6982508145454ce325ddbe47a25d4ec3d2311933,7.454908475282e-06,547336145.12,1.73383431,10.05085221,-15.25004727,3136204700.975498,2024-04-27T23:57:02.114Z,420690000000000.0,
8000,Lido DAO,LDO,lido-dao,379,2020-12-15T00:00:00.000Z,"['defi', 'dao', 'three-arrows-capital-portfolio', 'paradigm-portfolio', 'arbitrum-ecosytem', 'liquid-staking-derivatives', 'optimism-ecosystem', 'standard-crypto-portfolio', 'egirl-capital-portfolio']",891725669.7590519,1000000000.0,False,51,891714367.3990936,2407014415.5714,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0x5a98fcbea516cf06857215779fd812ca3bef1b32,2.6993110165893763,78464235.62,1.66419501,6.30577047,-8.96853653,2407044924.156149,2024-04-27T23:57:02.114Z,1000000000.0,
22861,Celestia,TIA,celestia,182,2023-10-31T16:51:41.000Z,"['platform', 'modular-blockchain', 'egirl-capital-portfolio', 'data-availability', 'cmc-crypto-awards-2024']",175892842.818369,1034849315.068369,False,55,141043527.75,1724709832.6777852,,2024-04-27T23:57:02.114Z,12220.0,Osmosis,OSMO,osmosis,ibc/D79E7D83AB399BFFF93433E54FAA480C191248FC556924A2A8351AE2638B3877,12.22820968952817,53943563.18,0.99455577,1.61723845,-14.56630778,2150854564.870235,2024-04-27T23:57:02.114Z,,
20947,Sui,SUI,sui,230,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",1295901469.4146154,10000000000.0,False,56,,,,2024-04-27T23:57:02.114Z,20947.0,Sui Network,SUI,sui,0x2::sui::SUI,1.6412661295997275,174130766.75,0.78022978,0.93148821,-14.37996534,2126919189.0487254,2024-04-27T23:57:02.114Z,10000000000.0,
10804,FLOKI,FLOKI,floki-inu,447,2021-07-09T00:00:00.000Z,"['gaming', 'memes', 'metaverse', 'doggone-doggerel', 'play-to-earn', 'bnb-chain', 'dwf-labs-portfolio', 'paal-ecosystem', 'tokenfi-launchpad']",9558704716025.143,9709572985544.064,False,58,9317621738535.4,1914990503.7089088,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,0.000205523529227311,249158942.89,0.82717506,5.19810615,-17.27663836,1964538728.0792289,2024-04-27T23:57:02.114Z,,
7080,Gala,GALA,gala,408,2020-09-16T00:00:00.000Z,"['collectibles-nfts', 'gaming', 'binance-smart-chain', 'polygon-ecosystem', 'play-to-earn', 'dwf-labs-portfolio']",30548072369.739708,32577232505.75434,False,61,34922388716.52529,2148073244.699183,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0xd1d2Eb1B1e90B638588728b4130137D262C87cae,0.06150991738095836,210212792.92,0.97131331,7.62660941,-11.04088488,1879009407.6102264,2024-04-27T23:57:02.114Z,,
29210,Jupiter,JUP,jupiter-ag,240,2024-01-31T08:38:13.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'amm', 'solana-ecosystem', 'cross-chain']",1350000000.0,10000000000.0,False,62,1500000000.0,2096091661.242517,,2024-04-27T23:57:02.114Z,5426.0,Solana,SOL,solana,JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,1.3973944408283447,215562273.4,0.93196652,-1.58003749,-19.91799037,1886482495.1182654,2024-04-27T23:57:02.114Z,10000000000.0,
11092,Bitget Token,BGB,bitget-token-new,16,2021-07-29T00:00:00.000Z,['centralized-exchange'],1400000000.0,2000000000.0,False,64,1400000000.0,1832280129.7037623,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0x19de6b897ed14a376dda0fe53a5420d2ac828a28,1.308771521216973,58793163.96,-1.46915368,1.58255341,24.97488001,1832280129.7037623,2024-04-27T23:57:02.114Z,2000000000.0,
7278,Aave,AAVE,aave,857,2020-10-02T00:00:00.000Z,"['defi', 'dao', 'yield-farming', 'three-arrows-capital-portfolio', 'governance', 'lending-borowing', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'optimism-ecosystem', 'standard-crypto-portfolio']",14800146.0965962,16000000.0,False,65,,,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,122.81691902891157,79989772.7,0.79060371,3.51903209,-4.23937246,1817708344.761717,2024-04-27T23:57:02.114Z,16000000.0,
29587,Wormhole,W,wormhole,99,2024-03-29T04:25:44.000Z,"['collectibles-nfts', 'defi', 'interoperability', 'dao', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'governance', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'multicoin-capital-portfolio', 'web3', 'cross-chain', 'jump-crypto']",1800000000.0,10000000000.0,False,66,1800000000.0,1815545620.5995843,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0xB0fFa8000886e57F86dd5264b9582b2Ad87b2b91,1.008636455888658,273637805.84,0.9187267,-4.6370625,0.0,1815545620.5995843,2024-04-27T23:57:02.114Z,10000000000.0,
28298,Beam,BEAM,onbeam,111,2021-10-29T04:07:32.000Z,"['gaming', 'ethereum-ecosystem', 'binance-chain', 'binance-launchpool', 'governance', 'play-to-earn', 'token', 'gaming-guild', 'spartan-group', 'dwf-labs-portfolio']",52769323296.59689,62955102600.0,False,67,52954416696.21774,1710165625.7852302,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0x62D0A8458eD7719FDAF978fe5929C6D342B0bFcE,0.03229505171581615,23960184.93,1.26421891,7.76494587,-6.55100107,1704188024.8722186,2024-04-27T23:57:02.114Z,,
30171,Ethena,ENA,ethena,85,2024-03-29T04:42:08.000Z,"['defi', 'binance-labs-portfolio', 'okx-ventures-portfolio']",1425000000.0,15000000000.0,False,68,,,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0x57e114B691Db790C35207b2e685D4A43181e6061,1.1893773100795062,946989012.06,-0.07095103,9.24143532,0.0,1694862666.8632963,2024-04-27T23:57:02.114Z,15000000000.0,
9481,Pendle,PENDLE,pendle,264,2021-04-29T00:00:00.000Z,"['olympus-pro-ecosystem', 'spartan-group', 'restaking', 'eigenlayer-ecosystem']",239185588.24463487,258446028.24463487,False,69,,,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0x808507121b80c02388fad14726482e061b8da827,6.724769835159501,152269787.05,0.89106968,3.84059699,22.29951026,1608468028.8324015,2024-04-27T23:57:02.114Z,258446029.0,
25028,ORDI,ORDI,ordi,150,2023-05-08T05:51:24.000Z,"['bitcoin-ecosystem', 'brc-20', 'inscriptions']",21000000.0,21000000.0,False,70,21000000.0,1592194926.2200117,,2024-04-27T23:57:02.114Z,1.0,Ordinals - BRC20,BTC,bitcoin,b61b0172d95e266c18aea0c624db987e971a5d6d4ebc2aaed85da4642d635735i0,75.81880601047675,431260132.16,0.00856959,6.10971905,8.19451981,1592194926.2200117,2024-04-27T23:57:02.114Z,21000000.0,
23095,Bonk,BONK,bonk1,301,2022-12-30T06:58:50.000Z,"['memes', 'solana-ecosystem', 'doggone-doggerel', 'dwf-labs-portfolio', 'cmc-crypto-awards-2024']",65191332386576.0,93526170019114.78,False,72,64971296213932.7,1527230877.127734,,2024-04-27T23:57:02.114Z,5426.0,Solana,SOL,solana,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,2.3506239926305e-05,108162890.55,0.62311051,3.28772768,-16.30320875,1532403100.194353,2024-04-27T23:57:02.114Z,93526170019114.78,
3155,Quant,QNT,quant,242,2018-08-10T00:00:00.000Z,"['platform', 'interoperability', 'real-world-assets']",12072738.0,14881364.0,False,74,,,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0x4a220e6096b25eadb88358cb44068a3248254675,120.21656756440335,14814451.89,0.82895726,0.28940125,-9.09370228,1451343123.4643397,2024-04-27T23:57:02.114Z,14881364.0,
16086,BitTorrent (New),BTT,bittorrent-new,151,2019-01-31T00:00:00.000Z,"['platform', 'distributed-computing', 'filesharing', 'interoperability', 'staking', 'tron-ecosystem', 'storage', 'binance-launchpad', 'binance-labs-portfolio', 'web3', 'bnb-chain', 'sec-security-token', 'alleged-sec-securities', 'depin']",968246428571000.1,990000000000000.0,False,76,,,,2024-04-27T23:57:02.114Z,1958.0,Tron20,TRX,tron,TAFjULxiVgT4qWk6UZwjqwZXTSaGaqnVp4,1.491064062695e-06,29103349.53,0.29921363,0.16971192,-7.74439802,1443717453.4749994,2024-04-27T23:57:02.114Z,,
22691,Starknet,STRK,starknet-token,118,2024-02-20T12:19:19.000Z,"['zero-knowledge-proofs', 'dapp', 'ethereum-ecosystem', 'layer-2', 'rollups']",728000000.0,10000000000.0,False,77,728000000.0,1436861940.7627022,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0xCa14007Eff0dB1f8135f4C25B34De49AB0d42766,1.9737114570916239,92091188.01,1.7166349,2.06379773,-9.56579397,1436861940.7627022,2024-04-27T23:57:02.114Z,10000000000.0,
28324,dYdX (Native),DYDX,dydx-chain,141,2021-08-03T00:00:00.000Z,['decentralized-exchange-dex-token'],464677529.16999996,711376352.73,False,78,501325666.72,1547615386.5857944,,2024-04-27T23:57:02.114Z,12220.0,Osmosis,OSMO,osmosis,ibc/831F0B1BBB1D08A2B75311892876D71565478C532967545476DF4C2D7492E48C,3.08704598492095,4389425.4,0.63507548,4.38732277,-10.01121563,1434480900.707236,2024-04-27T23:57:02.114Z,1000000000.0,
2424,SingularityNET,AGIX,singularitynet,238,2018-01-18T00:00:00.000Z,"['marketplace', 'ai-big-data', 'payments', 'cross-chain-dex-aggregator', 'cardano-ecosystem', 'generative-ai']",1279461512.6426194,1392686826.98352,False,79,1000000000.0,1103756326.374508,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0x5B7533812759B45C2B44C19e320ba2cD2681b542,1.1037563263745078,119987167.19,0.87586845,3.72489144,-12.80745087,1412213738.9319885,2024-04-27T23:57:02.114Z,2000000000.0,
6783,Axie Infinity,AXS,axie-infinity,436,2020-08-31T00:00:00.000Z,"['collectibles-nfts', 'gaming', 'binance-launchpad', 'metaverse', 'defiance-capital-portfolio', 'play-to-earn', 'animoca-brands-portfolio', 'sec-security-token', 'alleged-sec-securities']",143049703.23947757,270000000.0,False,80,143716865.02770543,1410759938.209328,,2024-04-27T23:57:02.114Z,1027.0,Ethereum,ETH,ethereum,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,9.816244864076076,29317832.69,0.67118017,0.94994918,-10.99997166,1404210914.7321286,2024-04-27T23:57:02.114Z,270000000.0,
6210,The Sandbox,SAND,the-sandbox,540,2020-08-05T00:00:00.000Z,"['collectibles-nfts', 'content-creation', 'gaming', 'ethereum-ecosystem', 'binance-launchpad', 'metaverse', 'play-to-earn', 'animoca-brands-portfolio', 'sec-security-token', 'alleged-sec-securities']",2251731926.2233224,3000000000.0,False,82,,,,2024-04-27T23:57:02.115Z,1027.0,Ethereum,ETH,ethereum,0x3845badAde8e6dFF049820680d1F14bD3903a5d0,0.6160833780679462,78181101.74,0.5771465,0.87216036,-12.31945074,1387254611.6111078,2024-04-27T23:57:02.115Z,3000000000.0,
4066,Chiliz,CHZ,chiliz,448,2019-07-01T00:00:00.000Z,"['sports', 'collectibles-nfts', 'content-creation', 'payments', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",8888289967.124962,8888888888.0,False,83,,,,2024-04-27T23:57:02.115Z,1027.0,Ethereum,ETH,ethereum,0x3506424f91fd33084466f402d5d97f05f8e3b4af,0.14813969493022858,77588466.15,0.21519327,-1.60236071,-1.02071356,1316708564.1813033,2024-04-27T23:57:02.115Z,8888888888.0,
2586,Synthetix,SNX,synthetix,591,2018-03-14T00:00:00.000Z,"['services', 'decentralized-exchange-dex-token', 'defi', 'derivatives', 'dao', 'yield-farming', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'synthetics', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'parafi-capital', 'paradigm-portfolio', 'fantom-ecosystem', 'spartan-group', 'bnb-chain', 'optimism-ecosystem', 'real-world-assets', 'dwf-labs-portfolio', 'celsius-bankruptcy-estate']",327769196.13952315,328193104.0887736,False,84,,,,2024-04-27T23:57:02.115Z,1027.0,Ethereum,ETH,ethereum,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,4.006189834301625,28215648.93,0.90568848,0.85318049,-14.00916296,1313105621.5713732,2024-04-27T23:57:02.115Z,,
