timeOpen,timeHigh,timeLow,name,open,high,low,close,volume,marketCap,circulating-supply,marketCap_state,volatility,high_volatility,supply_increase,tags
2024-06-08 00:00:00+00:00,2024-06-08 18:39:00+00:00,2024-06-08 07:08:00+00:00,Cere Network,0.005589456,0.006322284,0.005487986,0.006040969,802499.3,41923867.46,6939924283.670384,0,0.04782712104473955,0,0,1
2024-06-07 00:00:00+00:00,2024-06-07 12:36:00+00:00,2024-06-07 22:49:00+00:00,Cere Network,0.005769762,0.006435472,0.005576761,0.00559166,920215.0,38805691.98,6939923382.322959,0,0.06685330939961556,0,0,1
2024-06-06 00:00:00+00:00,2024-06-06 18:32:00+00:00,2024-06-06 04:36:00+00:00,Cere Network,0.005131798,0.006326612,0.00510293,0.005768709,1187795.97,40034399.26,6939923518.416338,0,0.0749816194357029,0,0,1
2024-06-05 00:00:00+00:00,2024-06-05 21:07:00+00:00,2024-06-05 11:13:00+00:00,Cere Network,0.005094557,0.005182303,0.005006385,0.005131552,860045.78,35612578.26,6939923489.034116,0,0.1004894789420109,1,0,1
2024-06-04 00:00:00+00:00,2024-06-04 00:02:00+00:00,2024-06-04 14:53:00+00:00,Cere Network,0.005159981,0.005163819,0.005030487,0.005091106,695805.85,35331886.97,6939923657.0599785,0,0.0725270302428269,0,0,1
2024-06-03 00:00:00+00:00,2024-06-03 21:16:00+00:00,2024-06-03 00:21:00+00:00,Cere Network,0.005008003,0.005263047,0.004999141,0.005158834,797774.9,35801912.95,6939923430.372057,0,0.014980075361800408,0,0,1
2024-06-02 00:00:00+00:00,2024-06-02 01:34:00+00:00,2024-06-02 11:59:00+00:00,Cere Network,0.005187996,0.005215631,0.004984584,0.005007937,787360.67,34754703.86,6939924336.108861,0,0.03008980762294255,0,0,1
2024-06-01 00:00:00+00:00,2024-06-01 15:01:00+00:00,2024-06-01 00:47:00+00:00,Cere Network,0.005061339,0.005413785,0.005050235,0.005187302,828620.29,35999480.43,6939923765.764938,0,0.04600886420162597,0,0,1
2024-05-31 00:00:00+00:00,2024-05-31 14:34:00+00:00,2024-05-31 11:59:00+00:00,Cere Network,0.004920123,0.005342888,0.004697278,0.005060282,829599.11,35117972.39,6939923978.545069,0,0.042640563499911854,0,0,1
2024-05-30 00:00:00+00:00,2024-05-30 21:22:00+00:00,2024-05-30 11:08:00+00:00,Cere Network,0.004838817,0.004944539,0.004785414,0.004919424,821960.23,34140429.75,6939924216.737569,0,0.002368298822647205,0,0,1
