date,portfolio,nombre_token,symbol_token,IA,Gaming,RWA,Meme,category
2024-03-28,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-03-29,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-03-30,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-03-31,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-01,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-02,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-03,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-04,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-05,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-06,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-07,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-08,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-09,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-10,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-11,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-12,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-13,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-14,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-15,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-16,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-17,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-18,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-19,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-20,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-21,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-22,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-23,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-24,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-25,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-26,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-27,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-28,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-04-29,1confirmation-portfolio,Augur,REP,False,False,False,False,
2024-03-28,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-03-29,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-03-30,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-03-31,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-01,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-02,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-03,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-04,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-05,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-06,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-07,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-08,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-09,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-10,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-11,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-12,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-13,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-14,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-15,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-16,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-17,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-18,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-19,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-20,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-21,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-22,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-23,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-24,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-25,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-26,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-27,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-28,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-04-29,1confirmation-portfolio,Basic Attention Token,BAT,False,False,False,False,
2024-03-28,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-03-29,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-03-30,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-03-31,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-01,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-02,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-03,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-04,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-05,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-06,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-07,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-08,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-09,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-10,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-11,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-12,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-13,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-14,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-15,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-16,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-17,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-18,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-19,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-20,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-21,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-22,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-23,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-24,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-25,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-26,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-27,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-28,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-29,1confirmation-portfolio,Maker,MKR,False,False,True,False,RWA
2024-03-28,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-03-29,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-03-30,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-03-31,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-01,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-02,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-03,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-04,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-05,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-06,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-07,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-08,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-09,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-10,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-11,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-12,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-13,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-14,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-15,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-16,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-17,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-18,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-19,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-20,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-21,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-22,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-23,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-24,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-25,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-26,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-27,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-28,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-04-29,1confirmation-portfolio,Stride,STRD,False,False,False,False,
2024-03-28,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-03-29,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-03-30,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-03-31,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-01,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-02,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-03,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-04,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-05,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-06,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-07,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-08,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-09,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-10,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-11,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-12,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-13,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-14,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-15,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-16,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-17,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-18,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-19,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-20,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-21,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-22,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-23,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-24,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-25,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-26,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-27,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-28,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-04-29,a16z-portfolio,Compound,COMP,False,False,False,False,
2024-03-28,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-03-29,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-03-30,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-03-31,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-01,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-02,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-03,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-04,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-05,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-06,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-07,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-08,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-09,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-10,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-11,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-12,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-13,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-14,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-15,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-16,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-17,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-18,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-19,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-20,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-21,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-22,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-23,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-24,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-25,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-26,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-27,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-28,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-04-29,a16z-portfolio,Internet Computer,ICP,False,False,True,False,RWA
2024-03-28,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-03-29,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-03-30,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-03-31,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-01,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-02,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-03,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-04,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-05,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-06,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-07,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-08,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-09,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-10,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-11,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-12,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-13,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-14,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-15,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-16,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-17,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-18,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-19,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-20,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-21,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-22,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-23,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-24,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-25,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-26,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-27,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-28,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-04-29,a16z-portfolio,Keep Network,KEEP,False,False,False,False,
2024-03-28,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-03-29,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-03-30,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-03-31,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-01,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-02,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-03,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-04,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-05,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-06,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-07,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-08,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-09,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-10,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-11,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-12,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-13,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-14,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-15,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-16,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-17,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-18,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-19,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-20,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-21,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-22,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-23,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-24,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-25,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-26,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-27,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-28,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-04-29,a16z-portfolio,League of Kingdoms Arena,LOKA,False,True,False,False,Gaming
2024-03-28,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-03-29,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-03-30,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-03-31,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-01,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-02,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-03,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-04,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-05,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-06,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-07,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-08,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-09,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-10,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-11,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-12,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-13,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-14,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-15,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-16,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-17,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-18,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-19,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-20,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-21,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-22,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-23,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-24,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-25,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-26,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-27,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-28,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-04-29,a16z-portfolio,Maker,MKR,False,False,True,False,RWA
2024-03-28,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-03-29,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-03-30,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-03-31,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-01,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-02,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-03,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-04,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-05,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-06,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-07,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-08,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-09,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-10,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-11,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-12,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-13,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-14,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-15,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-16,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-17,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-18,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-19,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-20,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-21,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-22,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-23,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-24,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-25,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-26,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-27,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-28,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-04-29,a16z-portfolio,Oasis Network,ROSE,True,False,False,False,IA
2024-03-28,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-03-29,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-03-30,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-03-31,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-01,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-02,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-03,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-04,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-05,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-06,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-07,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-08,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-09,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-10,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-11,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-12,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-13,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-14,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-15,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-16,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-17,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-18,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-19,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-20,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-21,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-22,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-23,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-24,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-25,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-26,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-27,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-28,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-04-29,a16z-portfolio,Orchid,OXT,False,False,False,False,
2024-03-28,a16z-portfolio,Rally,RLY,False,False,False,False,
2024-03-29,a16z-portfolio,Rally,RLY,False,False,False,False,
2024-03-30,a16z-portfolio,Rally,RLY,False,False,False,False,
2024-03-31,a16z-portfolio,Rally,RLY,False,False,False,False,
2024-04-01,a16z-portfolio,Rally,RLY,False,False,False,False,
2024-04-02,a16z-portfolio,Rally,RLY,False,False,False,False,
2024-04-03,a16z-portfolio,Rally,RLY,False,False,False,False,
2024-04-04,a16z-portfolio,Rally,RLY,False,False,False,False,
2024-04-05,a16z-portfolio,Rally,RLY,False,False,False,False,
2024-04-06,a16z-portfolio,Rally,RLY,False,False,False,False,
2024-04-07,a16z-portfolio,Rally,RLY,False,False,False,False,
2024-04-08,a16z-portfolio,Rally,RLY,False,False,False,False,
2024-04-09,a16z-portfolio,Rally,RLY,False,False,False,False,
